job_id,title,seniority,company,industry,company_size,location,posted_date,listing_age_days,salary,salary_missing,repost_count,repost_interval_days,company_open_roles,company_closed_roles,closure_ratio,hiring_velocity,role_recycling_score,engagement_latency,status,is_ghost,listing_longevity_ratio,open_close_ratio
21BB7383,Security Engineer,Principal,Iris Labs,Manufacturing,enterprise,"Toronto, CA",28-07-2025,215,,1,9,7,55,0,0,4.58,0.6782,39,open,1,7.1667,110
43404EC0,Marketing Manager,Director,Stellar Global,Consulting,mid,"Toronto, CA",27-02-2026,1,203777,0,0,0,3,7,1,0.25,0.1435,1,closed,0,0.0333,0.4286
6E1BE55B,Financial Analyst,Principal,Meridian Group,Logistics,startup,"San Francisco, CA",04-09-2025,177,171059,0,4,14,27,2,0.0741,2.25,0.7904,37,open,1,5.9,13.5
7D3BCE04,DevOps Engineer,Mid-level,Cascade Technologies,Media,mid,"Austin, TX",11-07-2025,232,82964,0,12,16,54,0,0,4.5,0.9086,32,closed,1,7.7333,108
F275B4E9,HR Generalist,Principal,Ridge Works,Logistics,mid,"New York, NY",20-02-2026,8,164577,0,1,85,7,12,1,0.58,0.262,7,closed,0,0.2667,0.5833
9E7D28EA,Site Reliability Engineer,Intern,Monolith Consulting,Finance,mid,"Miami, FL",16-02-2026,39,37897,0,2,74,14,14,1,1.17,0.290767623,1,open,0,1.3,1
4C221B2E,Cloud Architect,Principal,Neon Digital,Consulting,enterprise,"London, UK",16-02-2026,37,189182,0,1,0,7,14,1,0.58,0.226153644,5,open,0,1.2333,0.5
30839274,Security Engineer,Mid-level,Axiom Studio,Technology,enterprise,"New York, NY",23-01-2026,62,88753,0,2,0,14,14,1,1.17,0.181236625,7,open,0,2.0667,1
31459DC5,Product Manager,Mid-level,Jade Systems,Finance,startup,"Seattle, WA",10-06-2025,263,84833,0,10,15,41,3,0.0732,3.42,0.9903,14,open,1,8.7667,13.6667
674C965B,Marketing Manager,Director,Catalyst Partners,Healthcare,startup,"New York, NY",14-02-2026,14,196764,0,1,38,14,6,0.4286,1.17,0.33,5,closed,0,0.4667,2.3333
2FFB985E,Full Stack Developer,Mid-level,Orion Works,Retail,mid,"Seattle, WA",11-02-2026,17,,1,1,65,10,20,1,0.83,0.302,1,open,0,0.5667,0.5
ADA271AD,Operations Manager,Mid-level,Forge Dynamics,Finance,startup,"Berlin, DE",28-01-2026,31,87800,0,0,0,17,21,1,1.42,0.2038,8,open,0,1.0333,0.8095
A88FB57E,HR Generalist,Intern,Axiom Studio,Technology,enterprise,"Dallas, TX",30-10-2025,121,43037,0,11,9,16,2,0.125,1.33,0.6796,44,open,1,4.0333,8
62980C03,UX Designer,Intern,Pulse Technologies,Media,mid,Remote,08-03-2025,357,52249,0,10,18,20,1,0.05,1.67,0.8127,15,open,1,11.9,20
E203BA3E,Sales Executive,Junior,Ionic Platforms,Education,startup,"Phoenix, AZ",22-03-2025,343,,1,3,20,39,4,0.1026,3.25,0.8505,25,open,1,11.4333,9.75
E58DFC47,DevOps Engineer,Principal,Jade Ventures,Retail,startup,Remote,20-02-2026,8,164314,0,1,41,7,17,1,0.58,0.172,6,open,0,0.2667,0.4118
11B3AE6D,HR Generalist,Mid-level,Axiom Studio,Technology,enterprise,"Miami, FL",01-07-2025,242,108762,0,12,21,50,1,0.02,4.17,0.8689,14,open,1,8.0667,50
A17AA4B5,Full Stack Developer,Principal,Cascade Analytics,Education,mid,"Berlin, DE",08-03-2025,357,200082,0,7,12,46,2,0.125921014,3.83,0.9917,11,open,1,11.9,23
2AEE5AF5,Business Analyst,Senior,Helix Global,Finance,startup,"Atlanta, GA",29-01-2026,48,159647,0,2,48,3,24,1,0.25,0.28601981,4,open,0,1.6,0.125
5094A69A,Frontend Developer,Mid-level,Forge Global,Logistics,startup,"New York, NY",03-02-2026,55,,1,2,36,14,11,0.7857,1.17,0.160713582,7,open,0,1.8333,1.2727
D1732521,Business Analyst,Intern,Catalyst Group,Technology,mid,"Berlin, DE",19-02-2026,9,35827,0,1,78,14,19,1,1.17,0.1272,4,closed,0,0.3,0.7368
DCAA9EB6,Data Analyst,Intern,Monolith Consulting,Finance,mid,"Austin, TX",09-09-2025,172,,1,4,7,17,4,0.2353,1.42,0.8362,27,open,1,5.7333,4.25
C6A06AD5,Marketing Manager,Senior,Neon Digital,Consulting,enterprise,"Atlanta, GA",20-12-2025,70,,1,10,16,30,1,0.0333,2.5,0.6678,10,open,1,2.3333,30
CD3331A4,Operations Manager,Principal,Monolith Ventures,Education,enterprise,"Seattle, WA",22-01-2026,37,165020,0,1,48,17,21,1,1.42,0.0615,5,closed,0,1.2333,0.8095
00F79AB2,Scrum Master,Senior,Neon Partners,Healthcare,startup,"Chicago, IL",19-12-2025,71,143405,0,5,18,31,0,0.111558147,2.58,0.9278,26,closed,1,2.3667,62
2F245620,Operations Manager,Mid-level,Cipher Intelligence,Education,startup,"San Francisco, CA",22-06-2025,251,,1,4,17,41,4,0.0976,3.42,0.8672,13,open,1,8.3667,10.25
6A88997A,Data Engineer,Mid-level,Iris Labs,Manufacturing,enterprise,"Phoenix, AZ",28-02-2025,365,,1,7,18,15,0,0,1.25,0.9087,25,open,1,12.1667,30
491F5626,Data Analyst,Intern,Forge Global,Logistics,startup,"Dallas, TX",03-06-2025,270,,1,11,14,28,4,0.1429,2.33,0.7477,37,open,1,9,7
EAC5F5AA,Financial Analyst,Lead,Helix Labs,Media,mid,"Berlin, DE",15-01-2026,44,144345,0,0,0,16,11,0.6875,1.33,0.2041,6,closed,0,1.4667,1.4545
F448B218,Security Engineer,Mid-level,Synapse Collective,Manufacturing,startup,"New York, NY",14-09-2025,167,88763,0,10,16,36,0,0,3,0.8631,10,open,1,5.5667,72
5D3BB423,Financial Analyst,Lead,Flux Studio,Finance,enterprise,"Atlanta, GA",22-02-2026,6,146173,0,1,66,16,20,1,1.33,0.1946,1,closed,0,0.2,0.8
63FD509F,Software Engineer,Junior,Monolith Consulting,Finance,mid,"Los Angeles, CA",16-11-2025,104,68285,0,7,19,40,2,0.05,3.33,0.8312,14,open,1,3.4667,20
D6A822DA,Platform Engineer,Senior,Ionic Analytics,Manufacturing,enterprise,"Denver, CO",02-03-2025,363,136344,0,12,12,41,1,0.0244,3.42,0.9226,30,open,1,12.1,41
65125330,Full Stack Developer,Lead,Drift Networks,Healthcare,enterprise,"Seattle, WA",11-02-2026,17,183351,0,0,0,20,6,0.3,1.67,0.0766,4,open,0,0.5667,3.3333
B67632E1,Data Engineer,Director,Orion Networks,Media,enterprise,"Phoenix, AZ",03-05-2025,301,,1,4,17,57,2,0.0351,4.75,0.9674,25,open,1,10.0333,28.5
911FC8A7,Technical Lead,Lead,Vortex Systems,Retail,mid,"Chicago, IL",23-01-2026,36,,1,0,0,7,9,1,0.58,0.0052,4,open,0,1.2,0.7778
82DB1F3C,Site Reliability Engineer,Senior,Catalyst Platforms,Media,mid,"London, UK",06-02-2026,22,149488,0,1,72,19,7,0.3684,1.58,0.3486,4,closed,0,0.7333,2.7143
575EA676,Backend Developer,Junior,Ionic Analytics,Manufacturing,enterprise,"Seattle, WA",19-12-2025,71,,1,5,20,31,0,0,2.58,0.7826,17,open,1,2.3667,62
E5043425,Full Stack Developer,Junior,Ionic Partners,Retail,mid,"Los Angeles, CA",15-06-2025,258,63837,0,8,9,44,1,0.0227,3.67,0.7676,12,open,1,8.6,44
B92936C2,Full Stack Developer,Director,Catalyst Partners,Healthcare,startup,"Toronto, CA",02-02-2026,26,211562,0,0,0,2,16,1,0.17,0.3334,10,open,0,0.8667,0.125
4F0AB12B,Data Engineer,Mid-level,Nexus Dynamics,Media,mid,"Chicago, IL",19-03-2025,346,91225,0,5,15,44,1,0.124870244,3.67,0.6638,40,open,1,11.5333,44
E26055BB,Cloud Architect,Lead,Jade Capital,Media,startup,"London, UK",08-02-2026,20,,1,1,79,18,20,1,1.5,0.3246,4,closed,0,0.6667,0.9
C196A3BB,Data Scientist,Junior,Monolith Consulting,Finance,mid,"New York, NY",25-08-2025,187,,1,4,11,24,4,0.1667,2,0.9852,16,open,1,6.2333,6
A38E6F5D,Scrum Master,Junior,Ridge Studio,Media,enterprise,"Atlanta, GA",21-02-2026,7,56336,0,1,79,10,7,0.7,0.83,0.1021,7,open,0,0.2333,1.4286
F55D3FF6,Data Engineer,Director,Pulse Dynamics,Technology,startup,"San Francisco, CA",14-01-2026,45,212184,0,0,0,17,24,1,1.42,0.1377,6,closed,0,1.5,0.7083
7BA87EDD,Platform Engineer,Principal,Pulse Technologies,Media,mid,"San Francisco, CA",25-05-2025,279,,1,9,17,22,3,0.226908469,1.83,0.7909,41,open,1,9.3,7.3333
7F9DBC10,HR Generalist,Junior,Cascade Analytics,Education,mid,"Miami, FL",19-10-2025,132,,1,8,15,25,1,0.04,2.08,0.9865,45,open,1,4.4,25
AFFA82B3,Technical Lead,Mid-level,Apex Group,Retail,startup,"London, UK",20-03-2025,345,,1,3,8,35,3,0.0857,2.92,0.8099,29,open,1,11.5,11.6667
CCB25A2C,Scrum Master,Senior,Pulse Technologies,Media,mid,"Atlanta, GA",21-04-2025,313,,1,12,16,50,2,0.04,4.17,0.8201,41,open,1,10.4333,25
21BE4495,Marketing Manager,Director,Flux Partners,Technology,enterprise,"Chicago, IL",22-02-2026,6,215086,0,1,52,19,12,0.6316,1.58,0.32,2,closed,0,0.2,1.5833
1DB03629,Site Reliability Engineer,Lead,Catalyst Studio,Logistics,startup,"Seattle, WA",15-12-2025,75,,1,4,15,40,2,0.188017733,3.33,0.7063,17,open,1,2.5,20
1F79837B,Operations Manager,Lead,Quark Solutions,Media,enterprise,"Berlin, DE",01-05-2025,303,,1,11,20,56,0,0,4.67,0.806,25,closed,1,10.1,112
C79C43D8,Technical Lead,Principal,Cascade Innovations,Technology,mid,"San Francisco, CA",26-02-2026,2,196268,0,0,0,7,18,1,0.58,0.3155,5,open,0,0.0667,0.3889
90AF0F9A,Frontend Developer,Intern,Forge Global,Logistics,startup,"Toronto, CA",14-11-2025,106,39776,0,12,21,57,3,0.141124016,4.75,0.8365,35,open,1,3.5333,19
78D13D4C,Financial Analyst,Lead,Ionic Partners,Retail,mid,"New York, NY",02-08-2025,210,,1,3,19,40,1,0.025,3.33,0.812,43,open,1,7,40
C0416056,Frontend Developer,Senior,Luminary Systems,Consulting,enterprise,"Toronto, CA",21-01-2026,38,,1,1,77,3,17,1,0.25,0.1051,2,closed,0,1.2667,0.1765
CB667B4B,QA Engineer,Mid-level,Jade Systems,Finance,startup,"Atlanta, GA",08-10-2025,143,85590,0,4,8,22,3,0.1364,1.83,0.9044,42,open,1,4.7667,7.3333
235564F2,Marketing Manager,Director,Helix Networks,Consulting,startup,"Atlanta, GA",16-01-2026,43,217015,0,0,0,18,7,0.3889,1.5,0.2649,4,open,0,1.4333,2.5714
5F562902,Technical Lead,Junior,Monolith Solutions,Consulting,startup,"Atlanta, GA",27-01-2026,42,56482,0,1,0,20,25,1,1.67,0.271039129,2,closed,0,1.4,0.8
3E967EB0,Data Scientist,Lead,Ionic Partners,Retail,mid,Remote,09-06-2025,264,,1,8,19,42,0,0,3.5,0.7277,43,open,1,8.8,84
E62D62F6,Site Reliability Engineer,Director,Jade Innovations,Technology,startup,"Austin, TX",24-12-2025,66,249792,0,3,11,44,0,0.108491431,3.67,0.6745,25,open,1,2.2,88
D6E9F485,Frontend Developer,Director,Monolith Analytics,Media,enterprise,"Los Angeles, CA",23-09-2025,158,232067,0,5,7,42,0,0,3.5,0.999,19,open,1,5.2667,84
91D1044A,Cloud Architect,Lead,Zenith Studio,Consulting,enterprise,"Atlanta, GA",29-01-2026,30,162122,0,1,40,14,16,1,1.17,0.2634,5,open,0,1,0.875
6B4BF6E2,Technical Lead,Senior,Cascade Analytics,Education,mid,"Toronto, CA",24-08-2025,188,135901,0,6,20,40,4,0.228424784,3.33,0.8434,32,open,1,6.2667,10
4B3BEB19,ML Engineer,Mid-level,Cipher Intelligence,Education,startup,"London, UK",08-04-2025,326,,1,7,16,16,3,0.311910178,1.33,0.7037,24,open,1,10.8667,5.3333
7C929204,DevOps Engineer,Lead,Cascade Analytics,Education,mid,"Atlanta, GA",19-01-2026,64,142685,0,3,39,4,15,1,0.33,0.481046786,5,open,0,2.1333,0.2667
55EFC078,Frontend Developer,Lead,Apex Digital,Media,enterprise,"Denver, CO",26-02-2026,2,149891,0,0,0,2,20,1,0.17,0.2078,2,open,0,0.0667,0.1
B3B7A64E,Security Engineer,Principal,Prism Analytics,Education,startup,"Berlin, DE",20-01-2026,39,160453,0,1,46,19,19,1,1.58,0.2403,1,closed,0,1.3,1
AC90CD8D,Backend Developer,Senior,Arch Dynamics,Healthcare,enterprise,"Miami, FL",05-02-2026,23,,1,0,0,16,13,0.8125,1.33,0.2942,7,closed,0,0.7667,1.2308
FD8A0012,Data Analyst,Lead,Neon Digital,Consulting,enterprise,"Berlin, DE",05-06-2025,268,171173,0,7,20,42,1,0.0238,3.5,0.7128,41,open,1,8.9333,42
C96FB616,QA Engineer,Senior,Quark Works,Retail,mid,"Chicago, IL",29-01-2026,30,,1,1,39,3,16,1,0.25,0.0096,4,open,0,1,0.1875
A436EB81,Technical Lead,Lead,Prism Labs,Manufacturing,enterprise,"Seattle, WA",14-02-2026,14,147266,0,1,54,9,21,1,0.75,0.2941,9,open,0,0.4667,0.4286
518381CB,Security Engineer,Lead,Neon Studio,Media,enterprise,"Denver, CO",10-02-2026,18,166171,0,1,65,3,15,1,0.25,0.0653,2,open,0,0.6,0.2
C4862E24,Data Analyst,Intern,Stellar Global,Consulting,mid,"Atlanta, GA",24-02-2026,4,55529,0,1,69,20,23,1,1.67,0.343,4,closed,0,0.1333,0.8696
AEEA70D0,Backend Developer,Senior,Stellar Ventures,Finance,enterprise,"Denver, CO",18-01-2026,41,159064,0,1,69,9,18,1,0.75,0.1098,10,open,0,1.3667,0.5
E674809B,Cloud Architect,Lead,Monolith Partners,Manufacturing,startup,"London, UK",14-01-2026,45,168607,0,0,0,6,18,1,0.5,0.0758,3,closed,0,1.5,0.3333
04707ADC,Product Manager,Senior,Helix Works,Consulting,mid,"Los Angeles, CA",31-07-2025,212,125428,0,9,20,53,0,0.134214686,4.42,0.6918,11,open,1,7.0667,106
960B7B5F,Financial Analyst,Principal,Vertex Partners,Logistics,enterprise,"Denver, CO",22-01-2026,37,161010,0,1,40,14,24,1,1.17,0.189,9,closed,0,1.2333,0.5833
ADFBEBCA,Sales Executive,Lead,Prism Labs,Manufacturing,enterprise,"Boston, MA",05-02-2026,23,150351,0,1,87,12,16,1,1,0.1701,8,open,0,0.7667,0.75
3C7465C2,DevOps Engineer,Senior,Ridge Works,Logistics,mid,"Phoenix, AZ",21-02-2026,7,,1,1,31,19,21,1,1.58,0.3416,3,open,0,0.2333,0.9048
56485576,Data Analyst,Director,Flux Ventures,Consulting,startup,"Phoenix, AZ",12-02-2026,16,225581,0,1,90,13,17,1,1.08,0.3421,5,closed,0,0.5333,0.7647
A70683A3,Operations Manager,Senior,Helix Partners,Media,mid,"Toronto, CA",15-01-2026,44,120459,0,0,0,8,20,1,0.67,0.2222,9,closed,0,1.4667,0.4
4931F45F,Software Engineer,Junior,Stellar Ventures,Finance,enterprise,"Austin, TX",08-02-2026,20,72064,0,1,72,2,10,1,0.17,0.1013,2,open,0,0.6667,0.2
DDC64118,Marketing Manager,Intern,Vector Analytics,Finance,mid,"Phoenix, AZ",28-06-2025,245,55578,0,12,14,51,3,0.0588,4.25,0.991,17,open,1,8.1667,17
A6D1B79D,Operations Manager,Senior,Catalyst Labs,Technology,startup,"Atlanta, GA",12-11-2025,108,117185,0,10,16,22,0,0,1.83,0.7596,14,open,1,3.6,44
D531B11A,ML Engineer,Mid-level,Jade Systems,Finance,startup,"Boston, MA",01-11-2025,119,101437,0,8,19,20,1,0.05,1.67,0.8275,27,open,1,3.9667,20
54041D6E,Backend Developer,Director,Pulse Technologies,Media,mid,"San Francisco, CA",19-11-2025,101,,1,10,12,55,1,0.0182,4.58,0.6516,27,open,1,3.3667,55
93B9B5A6,Software Engineer,Junior,Luminary Systems,Consulting,enterprise,"Los Angeles, CA",20-02-2026,8,81334,0,0,0,12,11,0.9167,1,0.2124,3,closed,0,0.2667,1.0909
EAF73E1B,Technical Lead,Intern,Forge Global,Logistics,startup,"New York, NY",24-02-2026,32,45470,0,3,55,15,9,0.6,1.25,0.410929354,6,open,0,1.0667,1.6667
53F991B3,Data Scientist,Director,Luminary Systems,Consulting,enterprise,"Toronto, CA",21-01-2026,38,214210,0,1,70,3,13,1,0.25,0.1376,2,open,0,1.2667,0.2308
236E1B92,HR Generalist,Director,Meridian Capital,Retail,mid,"Boston, MA",12-07-2025,231,,1,4,21,26,3,0.1154,2.17,0.8435,20,open,1,7.7,8.6667
D86DFBC1,Platform Engineer,Senior,Grid Studio,Logistics,startup,"Chicago, IL",31-01-2026,28,116058,0,0,0,15,20,1,1.25,0.166,8,closed,0,0.9333,0.75
A77BC85F,Full Stack Developer,Junior,Horizon Collective,Logistics,startup,"Denver, CO",09-02-2026,19,61095,0,0,0,15,13,0.8667,1.25,0.1433,3,closed,0,0.6333,1.1538
D0E6A8BE,Frontend Developer,Intern,Apex Networks,Media,mid,"Phoenix, AZ",14-01-2026,45,,1,1,62,3,6,1,0.25,0.3378,2,open,0,1.5,0.5
01275CBD,Sales Executive,Junior,Monolith Analytics,Media,enterprise,Remote,02-03-2025,363,,1,3,21,47,3,0.0638,3.92,0.7562,24,open,1,12.1,15.6667
8B307853,Software Engineer,Mid-level,Apex Group,Retail,startup,"Miami, FL",26-07-2025,217,109884,0,11,20,22,3,0.1364,1.83,0.7936,32,open,1,7.2333,7.3333
1D95750E,Financial Analyst,Mid-level,Echo Innovations,Education,startup,"Phoenix, AZ",08-08-2025,204,,1,7,10,21,0,0,1.75,0.7038,33,open,1,6.8,42
0F725D87,Sales Executive,Lead,Opus Consulting,Education,mid,"London, UK",02-02-2026,26,156694,0,1,53,3,14,1,0.25,0.2296,8,closed,0,0.8667,0.2143
8C6ECF6E,Marketing Manager,Intern,Pulse Technologies,Media,mid,"New York, NY",21-07-2025,222,,1,9,9,24,3,0.125,2,0.7591,22,open,1,7.4,8
10A9D33C,Data Analyst,Mid-level,Ionic Group,Finance,mid,"London, UK",22-01-2026,37,90374,0,1,75,11,14,1,0.92,0.1663,8,closed,0,1.2333,0.7857
CCCEF7E4,Data Scientist,Mid-level,Monolith Partners,Manufacturing,startup,"London, UK",22-02-2026,6,93959,0,1,89,13,11,0.8462,1.08,0.2942,6,closed,0,0.2,1.1818
959F7928,Security Engineer,Intern,Apex Networks,Media,mid,"Phoenix, AZ",29-01-2026,30,39520,0,1,59,11,7,0.6364,0.92,0.1039,10,open,0,1,1.5714
D9913EDB,Data Engineer,Principal,Vortex Ventures,Retail,mid,"Los Angeles, CA",18-02-2026,10,174309,0,0,0,17,19,1,1.42,0.3287,7,closed,0,0.3333,0.8947
1192E61D,Sales Executive,Intern,Helix Networks,Consulting,startup,"Austin, TX",18-02-2026,10,,1,0,0,16,9,0.5625,1.33,0.0989,6,closed,0,0.3333,1.7778
61479BB8,Technical Lead,Lead,Monolith Solutions,Consulting,startup,"London, UK",10-11-2025,110,145493,0,9,9,31,3,0.0968,2.58,0.8594,44,open,1,3.6667,10.3333
BEBDB2E8,Data Engineer,Junior,Opus Technologies,Media,startup,"San Francisco, CA",20-02-2026,8,,1,0,0,10,13,1,0.83,0.1555,6,closed,0,0.2667,0.7692
68DB4E12,Data Analyst,Principal,Nexus Dynamics,Media,mid,"Los Angeles, CA",16-02-2026,35,167650,0,3,41,18,17,0.9444,1.5,0.205388485,10,open,0,1.1667,1.0588
4235A9D8,ML Engineer,Senior,Quark Systems,Education,enterprise,"Dallas, TX",24-02-2026,4,122738,0,0,0,6,8,1,0.5,0.1435,3,open,0,0.1333,0.75
FED00847,Data Scientist,Director,Jade Innovations,Technology,startup,"Los Angeles, CA",16-12-2025,74,,1,4,7,56,4,0.0714,4.67,0.9184,36,open,1,2.4667,14
2A62C6C5,Cloud Architect,Senior,Ionic Consulting,Finance,startup,"Denver, CO",12-12-2025,78,,1,8,9,17,1,0.162839403,1.42,0.9439,20,open,1,2.6,17
B1F90359,Financial Analyst,Senior,Jade Ventures,Retail,startup,"Boston, MA",30-01-2026,29,158039,0,1,60,8,22,1,0.67,0.0092,10,closed,0,0.9667,0.3636
354DB0CB,QA Engineer,Director,Neon Dynamics,Technology,startup,"Miami, FL",24-05-2025,280,,1,8,17,51,0,0,4.25,0.7982,32,open,1,9.3333,102
159FECE4,Cloud Architect,Junior,Jade Capital,Media,startup,"New York, NY",26-01-2026,33,80986,0,1,49,11,24,1,0.92,0.0606,10,closed,0,1.1,0.4583
F840221A,Scrum Master,Principal,Catalyst Studio,Logistics,startup,"New York, NY",23-04-2025,311,,1,9,18,43,3,0.0698,3.58,0.9286,24,open,1,10.3667,14.3333
48C1F01F,Platform Engineer,Director,Neon Studio,Media,enterprise,"Austin, TX",12-02-2026,16,216725,0,1,35,5,21,1,0.42,0.2318,9,closed,0,0.5333,0.2381
7324C6D0,Frontend Developer,Intern,Neon Ventures,Retail,enterprise,"New York, NY",22-01-2026,37,43523,0,1,66,3,18,1,0.25,0.1994,3,closed,0,1.2333,0.1667
0D51CEB3,Data Scientist,Lead,Prism Analytics,Education,startup,"New York, NY",14-02-2026,14,,1,1,54,14,24,1,1.17,0.1352,8,open,0,0.4667,0.5833
71E66D09,Platform Engineer,Junior,Forge Global,Logistics,startup,"Atlanta, GA",24-12-2025,66,,1,3,20,16,4,0.25,1.33,0.927,12,open,1,2.2,4
14C72EBC,Scrum Master,Mid-level,Neon Partners,Healthcare,startup,"Berlin, DE",14-01-2026,68,119560,0,2,33,5,17,1,0.42,0.308436323,1,open,0,2.2667,0.2941
FFC317CC,Scrum Master,Mid-level,Pulse Partners,Finance,startup,Remote,30-01-2026,29,102155,0,0,0,12,7,0.5833,1,0.1321,4,closed,0,0.9667,1.7143
82F666FC,Platform Engineer,Principal,Neon Partners,Healthcare,startup,"New York, NY",19-03-2025,346,,1,6,14,28,2,0.0714,2.33,0.7241,22,closed,1,11.5333,14
73603181,Financial Analyst,Mid-level,Neon Digital,Consulting,enterprise,"Toronto, CA",28-03-2025,337,,1,10,10,51,1,0.0196,4.25,0.9063,27,open,1,11.2333,51
FE9CCD8F,Financial Analyst,Mid-level,Luminary Intelligence,Media,mid,"Dallas, TX",27-02-2026,1,110677,0,1,30,10,18,1,0.83,0.2714,1,closed,0,0.0333,0.5556
433DA432,Site Reliability Engineer,Lead,Ridge Consulting,Retail,enterprise,"Miami, FL",18-01-2026,41,167255,0,1,43,10,18,1,0.83,0.132,4,closed,0,1.3667,0.5556
4CBA8E93,UX Designer,Director,Monolith Consulting,Finance,mid,"Seattle, WA",20-05-2025,284,,1,6,7,59,3,0.0508,4.92,0.7377,12,open,1,9.4667,19.6667
13AACB61,Data Scientist,Intern,Prism Dynamics,Technology,enterprise,"Seattle, WA",20-01-2026,39,48569,0,1,79,9,17,1,0.75,0.0245,6,open,0,1.3,0.5294
EE23E984,Sales Executive,Director,Prism Dynamics,Technology,enterprise,"Boston, MA",25-01-2026,34,244582,0,0,0,19,16,0.8421,1.58,0.1311,2,closed,0,1.1333,1.1875
6610AF3B,Software Engineer,Junior,Ionic Platforms,Education,startup,"San Francisco, CA",08-12-2025,82,,1,5,16,52,1,0.0192,4.33,0.9618,19,open,1,2.7333,52
A340120E,Software Engineer,Senior,Neon Studio,Media,enterprise,"Denver, CO",20-02-2026,8,151282,0,0,0,14,8,0.5714,1.17,0.3125,9,closed,0,0.2667,1.75
343209BB,Data Scientist,Senior,Ionic Analytics,Manufacturing,enterprise,"Dallas, TX",05-12-2025,85,,1,8,18,27,2,0.0741,2.25,0.8268,17,open,1,2.8333,13.5
88767B6D,Sales Executive,Intern,Catalyst Labs,Technology,startup,"Miami, FL",04-09-2025,177,,1,9,13,23,0,0,1.92,0.9393,16,open,1,5.9,46
E3934975,Marketing Manager,Mid-level,Stellar Ventures,Finance,enterprise,"Phoenix, AZ",20-02-2026,8,92725,0,0,0,12,12,1,1,0.2312,6,closed,0,0.2667,1
392F50F9,Financial Analyst,Director,Vertex Consulting,Finance,startup,"Chicago, IL",05-02-2026,23,185361,0,0,0,13,16,1,1.08,0.1123,8,open,0,0.7667,0.8125
781696AB,Platform Engineer,Director,Prism Dynamics,Technology,enterprise,Remote,14-01-2026,45,225361,0,0,0,6,24,1,0.5,0.2229,1,closed,0,1.5,0.25
AD1388B9,Frontend Developer,Mid-level,Pinnacle Technologies,Retail,startup,Remote,07-08-2025,205,106428,0,9,16,34,2,0.0588,2.83,0.8464,22,open,1,6.8333,17
67DEE144,Marketing Manager,Senior,Helix Labs,Media,mid,"Denver, CO",25-02-2026,3,128695,0,1,61,14,23,1,1.17,0.2651,10,closed,0,0.1,0.6087
D04F8E30,Site Reliability Engineer,Director,Synapse Global,Media,enterprise,"Austin, TX",01-04-2025,333,179705,0,9,12,55,3,0.0545,4.58,0.7322,28,closed,1,11.1,18.3333
6AA55A83,Platform Engineer,Senior,Cipher Intelligence,Education,startup,"Seattle, WA",27-02-2026,13,137661,0,1,0,14,16,1,1.17,0.540726239,2,open,0,0.4333,0.875
D50859D9,Cloud Architect,Intern,Vortex Ventures,Retail,mid,"Denver, CO",18-01-2026,41,50216,0,1,61,19,6,0.3158,1.58,0.0102,9,open,0,1.3667,3.1667
50DD2D0D,Data Engineer,Director,Ionic Group,Finance,mid,"Chicago, IL",27-01-2026,32,179803,0,0,0,14,17,1,1.17,0.0165,10,open,0,1.0667,0.8235
2D5B8931,Full Stack Developer,Principal,Ionic Platforms,Education,startup,Remote,05-11-2025,115,,1,5,8,33,0,0,2.75,0.6725,11,open,1,3.8333,66
D5150EAB,Security Engineer,Mid-level,Catalyst Capital,Retail,enterprise,"Denver, CO",10-02-2026,18,84539,0,1,62,10,19,1,0.83,0.0972,2,closed,0,0.6,0.5263
39A56E52,ML Engineer,Director,Quark Systems,Education,enterprise,"Phoenix, AZ",15-01-2026,44,229773,0,0,0,15,9,0.6,1.25,0.0628,4,closed,0,1.4667,1.6667
E97E84A6,Frontend Developer,Mid-level,Quark Consulting,Finance,mid,"Miami, FL",16-01-2026,43,,1,0,0,5,24,1,0.42,0.283,3,open,0,1.4333,0.2083
7586A2FB,Data Scientist,Mid-level,Grid Studio,Logistics,startup,"Miami, FL",02-02-2026,26,87463,0,0,0,14,12,0.8571,1.17,0.3384,8,closed,0,0.8667,1.1667
A275FE46,Financial Analyst,Director,Catalyst Studio,Logistics,startup,"Austin, TX",11-05-2025,293,,1,3,11,36,0,0.141410521,3,0.8161,36,closed,1,9.7667,72
30FB9004,QA Engineer,Director,Prism Networks,Education,enterprise,"Atlanta, GA",05-02-2026,23,192813,0,1,59,15,10,0.6667,1.25,0.0858,7,open,0,0.7667,1.5
49B2E610,ML Engineer,Lead,Orion Works,Retail,mid,"Denver, CO",23-01-2026,36,155136,0,0,0,14,22,1,1.17,0.0962,9,closed,0,1.2,0.6364
C767E832,Platform Engineer,Intern,Helix Networks,Consulting,startup,"Phoenix, AZ",01-02-2026,27,,1,1,82,6,17,1,0.5,0.3247,4,open,0,0.9,0.3529
895014B4,Platform Engineer,Mid-level,Jade Innovations,Technology,startup,"Austin, TX",23-04-2025,311,107646,0,5,11,30,2,0.13301819,2.5,0.8219,36,open,1,10.3667,15
